,Open,High,Low,Close,Adj Close,Volume,ret_1d,pv_S%26P_500,pv_Stock_market,d_pv_S%26P_500,d_pv_Stock_market,y,y_pred
2018-02-02,282.1000061035156,282.2900085449219,277.44000244140625,277.5299987792969,243.9701385498047,6854100,-0.04136501070403731,886,3077,0.07785888077858871,0.012171052631579027,0,
2018-02-05,275.45001220703125,277.8599853515625,265.1700134277344,266.04998779296875,233.87831115722656,14707500,0.019582841215129765,1345,4200,0.518058690744921,0.3649658758531036,1,
2018-02-06,261.8800048828125,271.6400146484375,260.57000732421875,271.260009765625,238.45831298828125,16088400,-0.006156350007333167,2242,7011,0.666914498141264,0.6692857142857143,0,
2018-02-07,270.4599914550781,274.3599853515625,269.5899963378906,269.5899963378906,236.9902801513672,9319000,-0.036982125559230195,1370,4626,-0.3889384478144514,-0.34017971758664955,0,
2018-02-08,269.94000244140625,270.1199951171875,259.4599914550781,259.6199951171875,228.2258758544922,9555900,0.015599707722351752,1310,4466,-0.04379562043795615,-0.034587116299178544,1,
2018-02-09,262.7699890136719,265.5400085449219,254.77000427246094,263.6700134277344,231.7861328125,15080700,0.013311752946083555,1435,4039,0.09541984732824438,-0.09561128526645768,1,
2018-02-12,265.6700134277344,268.92999267578125,263.82000732421875,267.17999267578125,234.87161254882812,6801400,0.0029196599444951676,950,3112,-0.33797909407665505,-0.2295122555087893,1,
2018-02-13,265.8999938964844,268.55999755859375,265.239990234375,267.9599914550781,235.55735778808594,4210500,0.01377063507810572,967,2573,0.017894736842105186,-0.17320051413881743,1,
2018-02-14,266.3599853515625,271.9800109863281,266.2200012207031,271.6499938964844,238.80113220214844,6380400,0.01240569451729634,793,2529,-0.1799379524301965,-0.017100660707345505,1,
2018-02-15,273.5199890136719,275.0299987792969,270.7799987792969,275.0199890136719,241.7636260986328,5461700,0.00025473010001575425,862,2683,0.08701134930643128,0.060893633847370454,1,
2018-02-16,274.3599853515625,277.3599853515625,274.2300109863281,275.0899963378906,241.82521057128906,4740000,-0.006107170018759822,681,2443,-0.2099767981438515,-0.08945210585165864,0,
2018-02-20,274.0400085449219,275.69000244140625,272.5199890136719,273.4100036621094,240.3483428955078,5578500,-0.005157296757527852,757,2795,0.11160058737151246,0.14408514121981164,0,
2018-02-21,273.8999938964844,276.7300109863281,271.9800109863281,272.0,239.10879516601562,8167000,0.0013604136351761387,804,2782,0.06208718626155885,-0.0046511627906976605,1,
2018-02-22,273.1300048828125,275.07000732421875,271.6300048828125,272.3699951171875,239.43408203125,5544500,0.01597082302630093,848,2970,0.054726368159204064,0.06757728253055362,1,
2018-02-23,273.8500061035156,276.739990234375,273.2900085449219,276.7200012207031,243.25804138183594,6619800,0.011708702692025508,773,2684,-0.08844339622641506,-0.09629629629629632,1,
2018-02-26,277.9599914550781,280.05999755859375,277.3299865722656,279.9599914550781,246.1062774658203,3803500,-0.012430232811189379,862,2587,0.1151358344113842,-0.036140089418778,0,
2018-02-27,280.20001220703125,281.0299987792969,276.4100036621094,276.4800109863281,243.047119140625,6107300,-0.011356992971519486,854,2550,-0.009280742459396807,-0.014302280633938902,0,
2018-02-28,277.739990234375,278.2300109863281,273.3299865722656,273.3399963378906,240.28683471679688,4951800,-0.013316832871480444,776,2252,-0.09133489461358313,-0.11686274509803918,0,
2018-03-01,273.4599914550781,275.1700134277344,267.95001220703125,269.70001220703125,237.08697509765625,7706000,0.0055615581476111675,734,2186,-0.054123711340206215,-0.02930728241563052,1,
2018-03-02,267.69000244140625,271.7099914550781,266.7699890136719,271.20001220703125,238.40554809570312,5459300,0.011062236617604526,744,2100,0.013623978201634968,-0.03934126258005488,1,
2018-03-05,269.7099914550781,274.9100036621094,269.5899963378906,274.20001220703125,241.0428466796875,4124400,0.0027350790505327183,738,2335,-0.008064516129032251,0.11190476190476195,1,
2018-03-06,275.2900085449219,275.4200134277344,273.19000244140625,274.95001220703125,241.70211791992188,4385200,-0.00036388452411240113,790,2345,0.07046070460704601,0.004282655246252709,0,
2018-03-07,272.42999267578125,275.19000244140625,272.2300109863281,274.8500061035156,241.61416625976562,4153800,0.004657004933428022,812,2532,0.02784810126582271,0.07974413646055445,1,
2018-03-08,275.57000732421875,276.260009765625,274.45001220703125,276.1300048828125,242.73936462402344,3448800,0.016984672086985286,705,2446,-0.13177339901477836,-0.033965244865718835,1,
2018-03-09,277.7699890136719,280.9200134277344,277.3900146484375,280.82000732421875,246.86221313476562,5534500,-0.0008185624725173257,786,2283,0.11489361702127665,-0.06663941128372852,0,
2018-03-12,281.32000732421875,282.0,280.1600036621094,280.5899963378906,246.66014099121094,3277300,-0.00648668283852416,821,2416,0.04452926208651409,0.05825667980727123,0,
2018-03-13,281.92999267578125,282.5,278.1099853515625,278.7699890136719,245.0601348876953,5284300,-0.005129493225546011,773,2328,-0.05846528623629721,-0.03642384105960261,0,
2018-03-14,279.8999938964844,280.1000061035156,276.739990234375,277.3399963378906,243.8031005859375,4153300,-0.001045633087743858,685,2291,-0.11384217335058211,-0.01589347079037806,0,
2018-03-15,277.9599914550781,278.6600036621094,276.4700012207031,277.04998779296875,243.5481719970703,3443500,0.0009021893315734886,857,2782,0.2510948905109489,0.21431689218681793,1,
2018-03-16,277.6600036621094,278.5299987792969,277.29998779296875,277.29998779296875,243.7678985595703,9106600,-0.013414980483016148,627,2244,-0.2683780630105017,-0.19338605319913726,0,
2018-03-19,276.489990234375,276.5,271.7200012207031,273.5799865722656,240.4977569580078,4573300,0.0017543647047022493,743,2025,0.18500797448165862,-0.09759358288770048,1,
2018-03-20,274.010009765625,274.760009765625,273.29998779296875,274.05999755859375,240.919677734375,5915200,-0.001824254894827404,712,2234,-0.04172274562584122,0.1032098765432099,0,
2018-03-21,273.9800109863281,276.3999938964844,273.29998779296875,273.55999755859375,240.4801788330078,4234400,-0.025193544029422643,743,2292,0.0435393258426966,0.025962399283795845,0,
2018-03-22,269.6700134277344,270.7300109863281,265.2099914550781,265.4700012207031,234.421630859375,4727500,-0.021245382429120885,883,2674,0.1884253028263796,0.16666666666666674,0,
2018-03-23,266.0,266.3500061035156,259.6099853515625,259.8299865722656,229.44125366210938,5833600,0.027594954252479598,759,2320,-0.14043035107587765,-0.13238593866866122,1,
2018-03-26,264.07000732421875,267.239990234375,261.19000244140625,267.0,235.77267456054688,6544700,-0.01752802525667574,781,2167,0.02898550724637672,-0.06594827586206897,0,
2018-03-27,267.9800109863281,268.5899963378906,260.6099853515625,262.32000732421875,231.64004516601562,5711000,-0.002668574871274587,777,2202,-0.005121638924455829,0.01615136132902628,0,
2018-03-28,262.5199890136719,264.44000244140625,260.3599853515625,261.6199951171875,231.0218963623047,5095300,0.014333976365385137,743,1970,-0.04375804375804371,-0.10535876475930972,1,
2018-03-29,262.8599853515625,267.04998779296875,262.07000732421875,265.3699951171875,234.33335876464844,5552000,-0.023212978399612783,787,1973,0.05921938088829082,0.001522842639593902,0,
2018-04-02,264.3699951171875,264.92999267578125,256.42999267578125,259.2099914550781,228.89378356933594,6102600,0.01300072136234487,746,2109,-0.05209656925031769,0.06893056259503294,1,
2018-04-03,260.6300048828125,263.0400085449219,258.6000061035156,262.5799865722656,231.86956787109375,6600400,0.011615838161639802,759,2332,0.01742627345844494,0.10573731626363214,1,
2018-04-04,258.5199890136719,266.1700134277344,258.3500061035156,265.6300048828125,234.56292724609375,3770100,0.006964662969457525,839,2347,0.1054018445322793,0.0064322469982847075,1,
2018-04-05,267.3500061035156,268.4200134277344,266.1400146484375,267.4800109863281,236.1965789794922,3066000,-0.02209513702067767,740,2188,-0.11799761620977356,-0.06774605879846618,0,
2018-04-06,265.20001220703125,266.94000244140625,259.760009765625,261.57000732421875,230.977783203125,5700200,0.004320039954126775,697,2283,-0.05810810810810807,0.04341864716636201,1,
2018-04-09,263.2300109863281,266.6400146484375,262.30999755859375,262.70001220703125,231.97561645507812,3360400,0.016254291821073963,753,1918,0.08034433285509324,-0.15987735435830053,1,
2018-04-10,266.1099853515625,267.8599853515625,264.7900085449219,266.9700012207031,235.7462158203125,4183900,-0.005431568847466872,729,2036,-0.031872509960159334,0.0615224191866528,0,
2018-04-11,265.2699890136719,267.42999267578125,265.17999267578125,265.5199890136719,234.4657440185547,2997600,0.00854935917714661,725,2067,-0.005486968449931462,0.015225933202357655,1,
2018-04-12,267.0899963378906,268.82000732421875,266.8699951171875,267.7900085449219,236.47027587890625,2994000,-0.003061949565976496,767,1953,0.0579310344827586,-0.055152394775036306,0,
2018-04-13,269.29998779296875,269.3599853515625,265.79998779296875,266.9700012207031,235.7462158203125,4026400,0.008315671904943533,615,1786,-0.19817470664928294,-0.08550947260624675,1,
2018-04-16,268.79998779296875,270.0299987792969,267.8999938964844,269.19000244140625,237.70660400390625,3311600,0.010698765080233263,721,2445,0.17235772357723578,0.36898096304591266,1,
